 ------------------------------------
 #p opt b3lyp/6-31g geom=connectivity
 ------------------------------------

 -------------------
 Title Card Required
 -------------------

                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
     43          6           0        7.575966   -2.034893   -0.074464
     44          6           0        6.601342    0.210174   -0.092143
     45          6           0        5.771304    2.488203   -0.151976
     46          6           0        4.841515    4.817835   -0.186324
     47          6           0        7.468961   -3.457365   -0.064316
     48          6           0       -6.163502    5.388003   -0.159641
     49          6           0       -5.778605    2.486246   -0.133047
     50          6           0       -5.487170    1.071099   -0.082689
     51          6           0       -5.069461   -1.772281   -0.016198
     52          6           0       -3.714480   -3.847544   -0.044944
     53          6           0       -6.421442   -1.203275   -0.060531
     54          6           0       -6.607085    0.211484   -0.088053
     55          6           0       -7.096760    3.071126   -0.140320
     56          6           0       -7.247023    4.509363   -0.152752
     57          6           0       -4.103198    0.504551   -0.002585
     58          6           0       -4.989204   -3.222967   -0.036845
     59          6           0        6.084701   -5.478077   -0.059853
     60          6           0        3.650365   -5.300661   -0.062755
     61          6           0        1.224044   -5.254781   -0.064551
     62          6           0       -1.231211   -5.254384   -0.065929
     63          6           0       -3.657614   -5.299553   -0.066822
     64          6           0        8.637400   -4.277570   -0.065835
     65          6           0        4.820225   -6.065002   -0.055558
     66          1           0        4.734984   -7.147130   -0.046348
     67          6           0        2.421617   -5.960738   -0.057748
     68          6           0        8.531201   -5.713058   -0.056476
     69          6           0        7.246221   -6.271897   -0.052437
     70          1           0        7.134449   -7.352224   -0.043243
     71          6           0       -2.428961   -5.959971   -0.060516
     72          1           0       -2.411615   -7.045002   -0.051227
     73          1           0        2.403882   -7.045763   -0.048529
     74          6           0       -0.003676   -5.925017   -0.059424
     75          1           0       -0.003851   -7.010468   -0.050167
     76          6           0        6.159610    5.386093   -0.152697
     77          6           0        7.092234    3.068960   -0.132303
     78          6           0        7.943315    0.780762   -0.112266
     79          6           0        8.905201   -1.462482   -0.092587
     80          6           0        9.951539   -3.688593   -0.072987
     81          6           0        9.710764   -6.508323   -0.049016
     82          6           0        7.242847    4.507239   -0.144638
     83          6           0        8.158066    2.182174   -0.124243
     84          1           0        9.181278    2.546445   -0.126730
     85          6           0        9.047085   -0.069110   -0.104485
     86          1           0       10.044825    0.359104   -0.107539
     87          6           0       10.041723   -2.289009   -0.084923
     88          6           0       11.101170   -4.524675   -0.065195
     89          1           0       12.083146   -4.062722   -0.068593
     90          6           0       10.970384   -5.912644   -0.053402
     91          1           0        8.255648    4.901817   -0.147374
     92          1           0       11.021812   -1.820639   -0.088353
     93          1           0        9.611327   -7.588963   -0.039832
     94          1           0       11.859268   -6.535812   -0.047575
     95          6           0       -6.226257    6.843919   -0.172121
     96          6           0       -3.757763    7.086295   -0.172824
     97          6           0       -1.246772    7.207768   -0.172415
     98          6           0        1.243372    7.207413   -0.171073
     99          6           0        3.754427    7.085203   -0.168578
    100          6           0        6.222796    6.842061   -0.165117
    101          6           0        5.102347    7.635927   -0.172530
    102          6           0        2.556328    7.820692   -0.175549
    103          6           0       -0.001508    7.897441   -0.177586
    104          1           0       -0.001482    8.984568   -0.186942
    105          6           0       -2.559410    7.821457   -0.178427
    106          6           0       -5.105560    7.637442   -0.178266
    107          1           0        7.203561    7.309689   -0.168558
    108          1           0        5.217866    8.716331   -0.181702
    109          1           0        2.610877    8.906628   -0.184786
    110          1           0       -2.613732    8.907401   -0.187736
    111          1           0       -5.220797    8.717876   -0.187574
    112          6           0       -8.162887    2.184642   -0.133414
    113          6           0       -7.948765    0.783130   -0.121213
    114          6           0       -4.827575   -6.063578   -0.061025
    115          6           0       -6.173977   -4.036683   -0.059918
    116          6           0       -7.581855   -2.032388   -0.079032
    117          6           0       -9.052848   -0.066339   -0.114676
    118          6           0       -6.092072   -5.476255   -0.066680
    119          6           0       -7.475623   -3.455955   -0.070111
    120          6           0       -8.911485   -1.459828   -0.102605
    121          1           0       -4.742906   -7.145742   -0.051675
    122          6           0      -10.048199   -2.286012   -0.096231
    123          6           0       -8.643481   -4.275059   -0.075454
    124          6           0       -7.253857   -6.269886   -0.060604
    125          6           0       -8.538695   -5.710641   -0.066076
    126          6           0       -9.958133   -3.685756   -0.084186
    127          1           0       -7.142548   -7.350135   -0.051273
    128          6           0      -11.108156   -4.521372   -0.077688
    129          6           0       -9.718515   -6.505606   -0.059943
    130          6           0      -10.977880   -5.909360   -0.065751
    131          1           0      -11.867054   -6.532117   -0.060925
    132          1           0       -7.206738    7.311830   -0.176666
    133          1           0       -8.259548    4.904300   -0.156671
    134          1           0       -9.185821    2.549361   -0.137060
    135          1           0      -10.050403    0.362134   -0.118840
    136          1           0      -11.028174   -1.817787   -0.100753
    137          1           0      -12.089858   -4.059040   -0.082192
    138          1           0       -9.619386   -7.586108   -0.050650
    139          8           0        0.216519    0.446149    1.883908
    140          8           0       -0.024605    3.499059    1.998738
    141          3           0        0.183651    1.817168    2.531218
 ---------------------------------------------------------------------
  GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   6 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.980186   -3.226219   -0.046748
      2          6           0        3.704014   -3.852218   -0.056421
      3          6           0        2.487014   -3.084597   -0.039656
      4          6           0        2.511061   -1.606589    0.044820
      5          6           0        3.879490   -0.951849    0.006166
      6          6           0        5.061063   -1.775138   -0.033793
      7          6           0        1.252025   -3.808980   -0.054471
      8          6           0       -0.007929   -1.752008    0.088110
      9          6           0       -0.005698   -3.144184   -0.022490
     10          6           0       -1.263708   -3.806160   -0.045188
     11          6           0       -2.498673   -3.078808   -0.017146
     12          6           0       -2.523304   -1.601022    0.080019
     13          6           0       -1.222647   -1.000527    0.195896
     14          6           0        1.214055   -1.007260    0.166335
     15          6           0        0.745245    0.374423    0.460024
     16          6           0       -0.767579    0.377040    0.539163
     17          6           0        4.095767    0.504057   -0.044128
     18          6           0        1.602254    1.502456    0.163722
     19          6           0        3.069688    1.471449   -0.041658
     20          6           0       -3.893277   -0.952503    0.039978
     21          6           0       -1.606602    1.513483    0.234308
     22          6           0       -3.078369    1.458827    0.040914
     23          6           0        3.446615    2.837239   -0.180596
     24          6           0        1.208825    2.837571    0.162310
     25          6           0       -1.218531    2.840873    0.198896
     26          6           0       -3.458947    2.835301   -0.068731
     27          6           0        2.340062    3.646447   -0.087256
     28          6           0       -2.356538    3.657438    0.010351
     29          6           0       -0.009180    3.555727    0.580475
     30          6           0        2.410864    5.030420   -0.111796
     31          6           0        0.001767    5.056342    0.106865
     32          6           0       -2.416018    5.034062   -0.055888
     33          6           0       -3.692139    5.642840   -0.154983
     34          6           0       -4.844744    4.819714   -0.170107
     35          6           0       -4.717478    3.392343   -0.147510
     36          6           0       -1.196547    5.773598   -0.039252
     37          6           0        1.200550    5.771925   -0.054138
     38          6           0        3.686262    5.637699   -0.179735
     39          6           0        4.708604    3.392075   -0.211220
     40          6           0        5.478625    1.067770   -0.105967
     41          6           0        6.411684   -1.206854   -0.069077
     42          6           0        6.164247   -4.040766   -0.060174
     43          6           0        7.573676   -2.038298   -0.079535
     44          6           0        6.599344    0.207105   -0.096741
     45          6           0        5.769531    2.485038   -0.157112
     46          6           0        4.840583    4.814730   -0.195149
     47          6           0        7.466341   -3.460780   -0.068487
     48          6           0       -6.163657    5.388054   -0.170341
     49          6           0       -5.779060    2.485766   -0.133955
     50          6           0       -5.487322    1.070697   -0.081417
     51          6           0       -5.070839   -1.771674   -0.018601
     52          6           0       -3.717184   -3.848289   -0.047977
     53          6           0       -6.423091   -1.202732   -0.063919
     54          6           0       -6.608231    0.211860   -0.091927
     55          6           0       -7.097539    3.071443   -0.149046
     56          6           0       -7.247403    4.509706   -0.162628
     57          6           0       -4.103031    0.503644    0.005630
     58          6           0       -4.991314   -3.222860   -0.040309
     59          6           0        6.081637   -5.481240   -0.062801
     60          6           0        3.647353   -5.303180   -0.065623
     61          6           0        1.221042   -5.256654   -0.067223
     62          6           0       -1.234216   -5.255596   -0.068368
     63          6           0       -3.660632   -5.300107   -0.069012
     64          6           0        8.634597   -4.281387   -0.069980
     65          6           0        4.817004   -6.067820   -0.057901
     66          1           0        4.731472   -7.149918   -0.047801
     67          6           0        2.418424   -5.962907   -0.059955
     68          6           0        8.528074   -5.716876   -0.059456
     69          6           0        7.242944   -6.275365   -0.054836
     70          1           0        7.130883   -7.355655   -0.044753
     71          6           0       -2.432154   -5.960838   -0.062274
     72          1           0       -2.415099   -7.045871   -0.052102
     73          1           0        2.400398   -7.047925   -0.049850
     74          6           0       -0.006860   -5.926532   -0.061432
     75          1           0       -0.007326   -7.011984   -0.051298
     76          6           0        6.159467    5.382834   -0.164539
     77          6           0        7.091471    3.065466   -0.142350
     78          6           0        7.941933    0.777054   -0.120521
     79          6           0        8.903216   -1.466432   -0.099085
     80          6           0        9.948955   -3.692808   -0.077756
     81          6           0        9.707424   -6.512453   -0.051454
     82          6           0        7.242459    4.503690   -0.155858
     83          6           0        8.157056    2.178396   -0.133646
     84          1           0        9.180367    2.542392   -0.136526
     85          6           0        9.045472   -0.073109   -0.112126
     86          1           0       10.043328    0.354834   -0.115629
     87          6           0       10.039515   -2.293258   -0.090841
     88          6           0       11.098362   -4.529193   -0.069387
     89          1           0       12.080463   -4.067507   -0.073254
     90          6           0       10.967204   -5.917117   -0.056446
     91          1           0        8.255369    4.897995   -0.159017
     92          1           0       11.019730   -1.825156   -0.094752
     93          1           0        9.607698   -7.593058   -0.041377
     94          1           0       11.855921   -6.540518   -0.050191
     95          6           0       -6.226013    6.843973   -0.184006
     96          6           0       -3.757458    7.085691   -0.185136
     97          6           0       -1.246433    7.206494   -0.185055
     98          6           0        1.243714    7.205467   -0.183946
     99          6           0        3.754736    7.082579   -0.181584
    100          6           0        6.223036    6.838771   -0.178158
    101          6           0        5.102802    7.632930   -0.186120
    102          6           0        2.556832    7.818375   -0.189051
    103          6           0       -0.000983    7.895809   -0.190916
    104          1           0       -0.000665    8.982934   -0.201163
    105          6           0       -2.558905    7.820513   -0.191452
    106          6           0       -5.105105    7.637187   -0.190907
    107          1           0        7.203928    7.306131   -0.182076
    108          1           0        5.218611    8.713296   -0.196185
    109          1           0        2.611672    8.904293   -0.199186
    110          1           0       -2.612937    8.906469   -0.201650
    111          1           0       -5.220052    8.717646   -0.201088
    112          6           0       -8.163893    2.185250   -0.141302
    113          6           0       -7.950153    0.783692   -0.127988
    114          6           0       -4.830796   -6.063803   -0.062474
    115          6           0       -6.176270   -4.036308   -0.063246
    116          6           0       -7.583775   -2.031627   -0.083454
    117          6           0       -9.054459   -0.065475   -0.120638
    118          6           0       -6.095135   -5.476147   -0.068497
    119          6           0       -7.477992   -3.455247   -0.073693
    120          6           0       -8.913472   -1.458992   -0.107448
    121          1           0       -4.746417   -7.145983   -0.052247
    122          6           0      -10.050407   -2.284864   -0.100285
    123          6           0       -8.646009   -4.274094   -0.078208
    124          6           0       -7.257133   -6.269459   -0.061657
    125          6           0       -8.541820   -5.709873   -0.067471
    126          6           0       -9.960715   -3.684622   -0.087106
    127          1           0       -7.146113   -7.349730   -0.051456
    128          6           0      -11.110963   -4.519923   -0.079817
    129          6           0       -9.721855   -6.504515   -0.060577
    130          6           0      -10.981059   -5.907935   -0.066756
    131          1           0      -11.870401   -6.530448   -0.061338
    132          1           0       -7.206371    7.312144   -0.188845
    133          1           0       -8.259827    4.904914   -0.166780
    134          1           0       -9.186731    2.550242   -0.145152
    135          1           0      -10.051900    0.363263   -0.125064
    136          1           0      -11.030255   -1.816379   -0.105103
    137          1           0      -12.092541   -4.057330   -0.084609
    138          1           0       -9.623015   -7.585036   -0.050410
    139          8           0        0.219286    0.405164    1.898891
    140          8           0       -0.000195    3.587435    2.022660
    141          3           0        0.513184    2.040525    2.707717
 ---------------------------------------------------------------------
  GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   7 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.985088   -3.226651   -0.045398
      2          6           0        3.709290   -3.852883   -0.054406
      3          6           0        2.492539   -3.086205   -0.042467
      4          6           0        2.521346   -1.612347    0.031791
      5          6           0        3.886599   -0.955815    0.003992
      6          6           0        5.066931   -1.776541   -0.032896
      7          6           0        1.255288   -3.811761   -0.058450
      8          6           0       -0.000493   -1.765333    0.061524
      9          6           0       -0.002425   -3.153216   -0.037232
     10          6           0       -1.260361   -3.810546   -0.050587
     11          6           0       -2.497219   -3.082270   -0.024227
     12          6           0       -2.525980   -1.607689    0.066807
     13          6           0       -1.221683   -1.006495    0.168814
     14          6           0        1.224868   -1.014402    0.137534
     15          6           0        0.767896    0.373070    0.459919
     16          6           0       -0.762839    0.377738    0.468146
     17          6           0        4.101829    0.502999   -0.039411
     18          6           0        1.613792    1.513880    0.165892
     19          6           0        3.079453    1.471599   -0.032854
     20          6           0       -3.891009   -0.954581    0.031327
     21          6           0       -1.609246    1.514961    0.209774
     22          6           0       -3.083120    1.470731    0.032933
     23          6           0        3.452898    2.838648   -0.166590
     24          6           0        1.218976    2.848890    0.166458
     25          6           0       -1.228911    2.853054    0.200069
     26          6           0       -3.463223    2.839692   -0.077600
     27          6           0        2.349089    3.654369   -0.074570
     28          6           0       -2.363467    3.656868    0.000319
     29          6           0       -0.004928    3.568667    0.587690
     30          6           0        2.415141    5.033649   -0.100808
     31          6           0        0.000382    5.061268    0.099725
     32          6           0       -2.421141    5.034439   -0.061740
     33          6           0       -3.692557    5.640690   -0.155970
     34          6           0       -4.846032    4.816524   -0.170567
     35          6           0       -4.718043    3.393662   -0.152095
     36          6           0       -1.201315    5.773534   -0.042943
     37          6           0        1.199269    5.773813   -0.051795
     38          6           0        3.687946    5.640056   -0.173105
     39          6           0        4.712243    3.393224   -0.199285
     40          6           0        5.483225    1.068229   -0.101028
     41          6           0        6.415921   -1.206495   -0.066241
     42          6           0        6.168843   -4.040203   -0.057056
     43          6           0        7.577140   -2.036750   -0.076465
     44          6           0        6.602557    0.208009   -0.093717
     45          6           0        5.772559    2.485751   -0.150774
     46          6           0        4.841917    4.816015   -0.188365
     47          6           0        7.470255   -3.459294   -0.065189
     48          6           0       -6.163824    5.384781   -0.168989
     49          6           0       -5.778531    2.486000   -0.134449
     50          6           0       -5.488241    1.070325   -0.082727
     51          6           0       -5.070721   -1.775700   -0.021391
     52          6           0       -3.714102   -3.851129   -0.048139
     53          6           0       -6.420876   -1.206030   -0.063557
     54          6           0       -6.606980    0.209062   -0.091073
     55          6           0       -7.096803    3.067815   -0.147022
     56          6           0       -7.247236    4.506019   -0.160994
     57          6           0       -4.104934    0.506491   -0.000757
     58          6           0       -4.989415   -3.225759   -0.040210
     59          6           0        6.085698   -5.479707   -0.058615
     60          6           0        3.651345   -5.302595   -0.061441
     61          6           0        1.225015   -5.257009   -0.063004
     62          6           0       -1.230240   -5.256902   -0.064098
     63          6           0       -3.656636   -5.302364   -0.064682
     64          6           0        8.638543   -4.279175   -0.066251
     65          6           0        4.821296   -6.066780   -0.053519
     66          1           0        4.736185   -7.148907   -0.043117
     67          6           0        2.422674   -5.962803   -0.055557
     68          6           0        8.532228   -5.714391   -0.055252
     69          6           0        7.247316   -6.273379   -0.050446
     70          1           0        7.135676   -7.353710   -0.040059
     71          6           0       -2.427904   -5.962627   -0.057781
     72          1           0       -2.410426   -7.047646   -0.047303
     73          1           0        2.405071   -7.047823   -0.045147
     74          6           0       -0.002624   -5.927378   -0.056996
     75          1           0       -0.002667   -7.012820   -0.046557
     76          6           0        6.159292    5.384362   -0.163426
     77          6           0        7.092198    3.067365   -0.140609
     78          6           0        7.943554    0.779293   -0.118151
     79          6           0        8.905713   -1.463812   -0.096093
     80          6           0        9.952321   -3.689775   -0.074153
     81          6           0        9.711888   -6.509506   -0.047050
     82          6           0        7.242633    4.505647   -0.154515
     83          6           0        8.158135    2.180716   -0.131659
     84          1           0        9.181303    2.545108   -0.134671
     85          6           0        9.047428   -0.070437   -0.109520
     86          1           0       10.045116    0.357893   -0.113175
     87          6           0       10.042336   -2.290194   -0.087633
     88          6           0       11.102053   -4.525709   -0.065571
     89          1           0       12.083974   -4.063642   -0.069588
     90          6           0       10.971436   -5.913681   -0.052234
     91          1           0        8.255387    4.900344   -0.157811
     92          1           0       11.022367   -1.821710   -0.091701
     93          1           0        9.612583   -7.590147   -0.036664
     94          1           0       11.860396   -6.536734   -0.045821
     95          6           0       -6.226754    6.840675   -0.183055
     96          6           0       -3.758290    7.083348   -0.184308
     97          6           0       -1.247313    7.205124   -0.184313
     98          6           0        1.242829    7.205074   -0.183237
     99          6           0        3.753901    7.083165   -0.180900
    100          6           0        6.222299    6.840323   -0.177459
    101          6           0        5.101754    7.634044   -0.185627
    102          6           0        2.555713    7.818498   -0.188558
    103          6           0       -0.002133    7.894939   -0.190394
    104          1           0       -0.002239    8.982056   -0.200946
    105          6           0       -2.560026    7.818646   -0.190855
    106          6           0       -5.106154    7.634325   -0.190206
    107          1           0        7.203007    7.308065   -0.181528
    108          1           0        5.217142    8.714452   -0.195994
    109          1           0        2.610129    8.904433   -0.199002
    110          1           0       -2.614480    8.904574   -0.201357
    111          1           0       -5.221522    8.714735   -0.200689
    112          6           0       -8.162819    2.181211   -0.138991
    113          6           0       -7.948528    0.779740   -0.125296
    114          6           0       -4.826506   -6.066523   -0.057901
    115          6           0       -6.174061   -4.039940   -0.059844
    116          6           0       -7.581590   -2.035871   -0.080680
    117          6           0       -9.052506   -0.069856   -0.117674
    118          6           0       -6.091073   -5.479358   -0.064067
    119          6           0       -7.475082   -3.459143   -0.070170
    120          6           0       -8.910975   -1.463313   -0.104098
    121          1           0       -4.741705   -7.148666   -0.047374
    122          6           0      -10.047589   -2.289626   -0.096677
    123          6           0       -8.643349   -4.278857   -0.073934
    124          6           0       -7.252763   -6.273123   -0.056979
    125          6           0       -8.537669   -5.714038   -0.062926
    126          6           0       -9.957352   -3.689345   -0.083106
    127          1           0       -7.141322   -7.353347   -0.046477
    128          6           0      -11.107275   -4.525092   -0.075558
    129          6           0       -9.717393   -6.509138   -0.055785
    130          6           0      -10.976829   -5.913050   -0.062106
    131          1           0      -11.865928   -6.535908   -0.056494
    132          1           0       -7.207292    7.308463   -0.188010
    133          1           0       -8.259810    4.900830   -0.165242
    134          1           0       -9.185797    2.545802   -0.142932
    135          1           0      -10.050114    0.358493   -0.122209
    136          1           0      -11.027620   -1.821525   -0.101612
    137          1           0      -12.089032   -4.062884   -0.080460
    138          1           0       -9.618131   -7.589617   -0.045313
    139          8           0        0.131373    0.391755    1.860733
    140          8           0       -0.040402    3.629485    2.043564
    141          3           0        0.289068    2.069785    2.771068
 ---------------------------------------------------------------------
  GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   8 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.987503   -3.225003   -0.042520
      2          6           0        3.712090   -3.851811   -0.049838
      3          6           0        2.495396   -3.084625   -0.033027
      4          6           0        2.523145   -1.610218    0.043509
      5          6           0        3.887410   -0.953760    0.008259
      6          6           0        5.068457   -1.774425   -0.030517
      7          6           0        1.258647   -3.810883   -0.053669
      8          6           0        0.000927   -1.762917    0.052733
      9          6           0        0.000344   -3.151732   -0.041096
     10          6           0       -1.257370   -3.810652   -0.053903
     11          6           0       -2.494325   -3.083129   -0.033790
     12          6           0       -2.523528   -1.608581    0.041834
     13          6           0       -1.220588   -1.007842    0.144435
     14          6           0        1.224049   -1.011705    0.139563
     15          6           0        0.763253    0.370018    0.455051
     16          6           0       -0.760759    0.374234    0.428764
     17          6           0        4.100820    0.505176   -0.036640
     18          6           0        1.609205    1.511888    0.173432
     19          6           0        3.076803    1.471254   -0.024872
     20          6           0       -3.887270   -0.955607    0.008431
     21          6           0       -1.604542    1.510463    0.177541
     22          6           0       -3.078699    1.468092    0.005373
     23          6           0        3.453507    2.838560   -0.150000
     24          6           0        1.218332    2.847714    0.172267
     25          6           0       -1.221220    2.850450    0.181916
     26          6           0       -3.457588    2.837287   -0.100901
     27          6           0        2.350054    3.653370   -0.057537
     28          6           0       -2.355665    3.654175   -0.020256
     29          6           0       -0.001835    3.568977    0.583724
     30          6           0        2.416164    5.032949   -0.087593
     31          6           0        0.001222    5.061171    0.099267
     32          6           0       -2.417438    5.033627   -0.068690
     33          6           0       -3.689929    5.639747   -0.156394
     34          6           0       -4.844404    4.815175   -0.171164
     35          6           0       -4.715383    3.392268   -0.162341
     36          6           0       -1.199866    5.773327   -0.042638
     37          6           0        1.199704    5.773646   -0.047361
     38          6           0        3.688878    5.640605   -0.165180
     39          6           0        4.712815    3.393867   -0.187033
     40          6           0        5.483743    1.069980   -0.098867
     41          6           0        6.417844   -1.204630   -0.065252
     42          6           0        6.171666   -4.038690   -0.055624
     43          6           0        7.579441   -2.034834   -0.075429
     44          6           0        6.604003    0.209893   -0.092449
     45          6           0        5.774041    2.486989   -0.145845
     46          6           0        4.843036    4.816935   -0.181104
     47          6           0        7.473018   -3.457538   -0.064179
     48          6           0       -6.162473    5.383679   -0.164275
     49          6           0       -5.776371    2.484794   -0.138269
     50          6           0       -5.485323    1.068623   -0.092359
     51          6           0       -5.067844   -1.776608   -0.032454
     52          6           0       -3.710855   -3.852013   -0.050827
     53          6           0       -6.417931   -1.207101   -0.067516
     54          6           0       -6.604444    0.207763   -0.093116
     55          6           0       -7.095010    3.066537   -0.142158
     56          6           0       -7.245718    4.504713   -0.156057
     57          6           0       -4.101483    0.504460   -0.024381
     58          6           0       -4.986264   -3.226511   -0.044705
     59          6           0        6.089122   -5.478503   -0.056976
     60          6           0        3.654734   -5.301849   -0.059244
     61          6           0        1.228396   -5.256720   -0.060254
     62          6           0       -1.226859   -5.257077   -0.060791
     63          6           0       -3.653247   -5.302995   -0.060824
     64          6           0        8.641549   -4.277341   -0.065325
     65          6           0        4.824831   -6.065814   -0.051608
     66          1           0        4.739927   -7.147957   -0.041217
     67          6           0        2.426190   -5.962289   -0.053099
     68          6           0        8.535697   -5.712725   -0.054176
     69          6           0        7.250891   -6.271956   -0.049092
     70          1           0        7.139456   -7.352308   -0.038709
     71          6           0       -2.424389   -5.963028   -0.054220
     72          1           0       -2.406704   -7.048043   -0.043775
     73          1           0        2.408793   -7.047313   -0.042713
     74          6           0        0.000884   -5.927321   -0.053985
     75          1           0        0.001049   -7.012764   -0.043576
     76          6           0        6.160643    5.385584   -0.161513
     77          6           0        7.093991    3.068762   -0.138970
     78          6           0        7.945784    0.780850   -0.116767
     79          6           0        8.908371   -1.462075   -0.094988
     80          6           0        9.955403   -3.687841   -0.073345
     81          6           0        9.715508   -6.507618   -0.046263
     82          6           0        7.244152    4.507073   -0.152871
     83          6           0        8.160098    2.182314   -0.130286
     84          1           0        9.183196    2.546899   -0.133521
     85          6           0        9.049820   -0.068673   -0.108409
     86          1           0       10.047426    0.359845   -0.112279
     87          6           0       10.045151   -2.288242   -0.086808
     88          6           0       11.105295   -4.523558   -0.065047
     89          1           0       12.087127   -4.061306   -0.069275
     90          6           0       10.974943   -5.911555   -0.051717
     91          1           0        8.256831    4.901961   -0.156387
     92          1           0       11.025094   -1.819574   -0.091086
     93          1           0        9.616409   -7.588278   -0.035884
     94          1           0       11.864021   -6.534441   -0.045523
     95          6           0       -6.225681    6.839562   -0.178287
     96          6           0       -3.757263    7.082700   -0.180095
     97          6           0       -1.246309    7.204949   -0.180667
     98          6           0        1.243833    7.205369   -0.180158
     99          6           0        3.754928    7.083934   -0.178394
    100          6           0        6.223373    6.841557   -0.175521
    101          6           0        5.102676    7.635067   -0.183413
    102          6           0        2.556600    7.819041   -0.185760
    103          6           0       -0.001261    7.894999   -0.187013
    104          1           0       -0.001574    8.982117   -0.197535
    105          6           0       -2.559139    7.818224   -0.186894
    106          6           0       -5.105232    7.633423   -0.185671
    107          1           0        7.203992    7.309483   -0.179800
    108          1           0        5.217858    8.715497   -0.193778
    109          1           0        2.610809    8.904986   -0.196187
    110          1           0       -2.613801    8.904142   -0.197355
    111          1           0       -5.220806    8.713812   -0.196100
    112          6           0       -8.160857    2.179731   -0.133908
    113          6           0       -7.946299    0.778300   -0.120299
    114          6           0       -4.822971   -6.067375   -0.053797
    115          6           0       -6.170888   -4.040969   -0.058137
    116          6           0       -7.578784   -2.037153   -0.078632
    117          6           0       -9.050116   -0.071503   -0.112449
    118          6           0       -6.087650   -5.480449   -0.059660
    119          6           0       -7.471948   -3.460303   -0.067378
    120          6           0       -8.908318   -1.464935   -0.098943
    121          1           0       -4.737964   -7.149503   -0.043318
    122          6           0      -10.044775   -2.291462   -0.091286
    123          6           0       -8.640246   -4.280429   -0.069008
    124          6           0       -7.249189   -6.274432   -0.052329
    125          6           0       -8.534201   -5.715590   -0.057970
    126          6           0       -9.954271   -3.691165   -0.077773
    127          1           0       -7.137542   -7.354636   -0.041882
    128          6           0      -11.104034   -4.527128   -0.069986
    129          6           0       -9.713774   -6.510912   -0.050582
    130          6           0      -10.973324   -5.915062   -0.056601
    131          1           0      -11.862304   -6.538088   -0.050803
    132          1           0       -7.206309    7.307165   -0.183007
    133          1           0       -8.258367    4.899333   -0.160064
    134          1           0       -9.183905    2.544130   -0.137606
    135          1           0      -10.047805    0.356657   -0.116746
    136          1           0      -11.024895   -1.823545   -0.095985
    137          1           0      -12.085880   -4.065105   -0.074652
    138          1           0       -9.614307   -7.591373   -0.040161
    139          8           0        0.085835    0.372222    1.856878
    140          8           0       -0.041072    3.656026    2.038455
    141          3           0       -0.105760    2.073442    2.804582
 ---------------------------------------------------------------------
  GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   9 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.986124   -3.225170   -0.039155
      2          6           0        3.710754   -3.851714   -0.045746
      3          6           0        2.494234   -3.083640   -0.025406
      4          6           0        2.521996   -1.608856    0.052819
      5          6           0        3.886011   -0.953589    0.012608
      6          6           0        5.067143   -1.774521   -0.026949
      7          6           0        1.257690   -3.810375   -0.048598
      8          6           0        0.000111   -1.761715    0.050727
      9          6           0       -0.000485   -3.150899   -0.040312
     10          6           0       -1.258404   -3.810050   -0.054001
     11          6           0       -2.495316   -3.082693   -0.037183
     12          6           0       -2.524552   -1.608505    0.029053
     13          6           0       -1.221835   -1.008134    0.128802
     14          6           0        1.220949   -1.009254    0.146301
     15          6           0        0.757768    0.373342    0.454952
     16          6           0       -0.762766    0.375017    0.390957
     17          6           0        4.099344    0.505134   -0.036232
     18          6           0        1.605389    1.511114    0.162281
     19          6           0        3.075146    1.469592   -0.029568
     20          6           0       -3.887047   -0.954492   -0.003835
     21          6           0       -1.605406    1.508813    0.147541
     22          6           0       -3.079566    1.469426   -0.016739
     23          6           0        3.454656    2.837284   -0.149556
     24          6           0        1.218868    2.846639    0.152610
     25          6           0       -1.217723    2.848940    0.160731
     26          6           0       -3.456347    2.838315   -0.116379
